Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,Time
E1,2019-10-26,West Brom,Charlton,2,2,D,1.0,0.0,H,M Donohue,13.0,13.0,5.0,5.0,12.0,9.0,4.0,4.0,2.0,3.0,1.0,0.0,15:00:00
E1,2019-10-27,Swansea,Cardiff,1,0,H,1.0,0.0,H,R Jones,19.0,8.0,5.0,3.0,12.0,15.0,9.0,3.0,0.0,1.0,0.0,0.0,12:00:00
E1,2019-10-27,Bristol City,Wigan,2,2,D,1.0,1.0,D,J Brooks,9.0,19.0,4.0,7.0,8.0,15.0,5.0,10.0,1.0,2.0,0.0,0.0,13:30:00
E1,2019-10-28,QPR,Brentford,1,3,A,0.0,1.0,A,A Woolmer,8.0,12.0,6.0,9.0,11.0,15.0,3.0,6.0,0.0,3.0,0.0,0.0,19:45:00
E1,2019-11-01,Barnsley,Bristol City,2,2,D,0.0,1.0,A,J Gillett,24.0,9.0,6.0,3.0,9.0,11.0,10.0,6.0,2.0,0.0,0.0,0.0,19:45:00
E1,2019-11-02,Wigan,Swansea,1,2,A,1.0,1.0,D,P Bankes,14.0,6.0,2.0,2.0,19.0,8.0,11.0,2.0,4.0,2.0,0.0,0.0,12:30:00
E1,2019-11-02,Blackburn,Sheffield Weds,2,1,H,0.0,0.0,D,A Woolmer,15.0,17.0,6.0,5.0,10.0,16.0,4.0,13.0,0.0,0.0,0.0,0.0,15:00:00
E1,2019-11-02,Brentford,Huddersfield,0,1,A,0.0,0.0,D,R Jones,10.0,4.0,3.0,2.0,12.0,15.0,1.0,4.0,1.0,5.0,0.0,0.0,15:00:00
E1,2019-11-02,Cardiff,Birmingham,4,2,H,2.0,1.0,H,A Madley,12.0,25.0,6.0,6.0,12.0,18.0,8.0,10.0,1.0,3.0,1.0,1.0,15:00:00
E1,2019-11-02,Derby,Middlesbrough,2,0,H,1.0,0.0,H,D Bond,23.0,10.0,10.0,1.0,10.0,13.0,6.0,2.0,0.0,1.0,0.0,1.0,15:00:00
E1,2019-11-02,Fulham,Hull,0,3,A,0.0,1.0,A,K Stroud,8.0,10.0,1.0,5.0,8.0,14.0,9.0,1.0,2.0,2.0,0.0,0.0,15:00:00
E1,2019-11-02,Leeds,QPR,2,0,H,1.0,0.0,H,G Eltringham,18.0,6.0,6.0,1.0,18.0,20.0,6.0,2.0,1.0,4.0,0.0,0.0,15:00:00
E1,2019-11-02,Luton,Nott'm Forest,1,2,A,0.0,1.0,A,G Ward,9.0,12.0,3.0,4.0,9.0,10.0,8.0,7.0,0.0,1.0,0.0,0.0,15:00:00
E1,2019-11-02,Reading,Millwall,2,1,H,2.0,0.0,H,T Harrington,12.0,14.0,6.0,2.0,11.0,13.0,3.0,6.0,1.0,0.0,0.0,0.0,15:00:00
E1,2019-11-03,Charlton,Preston,0,1,A,0.0,0.0,D,D Webb,8.0,16.0,1.0,5.0,16.0,11.0,3.0,9.0,3.0,5.0,0.0,0.0,12:00:00
E1,2019-11-04,Stoke,West Brom,0,2,A,0.0,1.0,A,T Robinson,8.0,9.0,3.0,3.0,18.0,18.0,4.0,3.0,2.0,1.0,0.0,0.0,20:00:00
E1,2019-11-09,Nott'm Forest,Derby,1,0,H,0.0,0.0,D,D England,19.0,11.0,4.0,7.0,14.0,18.0,7.0,8.0,3.0,3.0,0.0,0.0,12:30:00
E1,2019-11-09,Barnsley,Stoke,2,4,A,0.0,2.0,A,J Simpson,12.0,11.0,4.0,9.0,14.0,7.0,5.0,7.0,3.0,1.0,0.0,0.0,15:00:00
E1,2019-11-09,Birmingham,Fulham,0,1,A,0.0,0.0,D,J Gillett,16.0,10.0,4.0,3.0,12.0,8.0,5.0,7.0,3.0,2.0,0.0,0.0,15:00:00
E1,2019-11-09,Hull,West Brom,0,1,A,0.0,1.0,A,J Linington,10.0,9.0,3.0,2.0,11.0,10.0,2.0,4.0,3.0,3.0,0.0,0.0,15:00:00
E1,2019-11-09,Leeds,Blackburn,2,1,H,2.0,1.0,H,G Ward,15.0,4.0,4.0,1.0,9.0,12.0,4.0,5.0,1.0,2.0,0.0,0.0,15:00:00
E1,2019-11-09,Millwall,Charlton,2,1,H,1.0,0.0,H,R Jones,8.0,6.0,5.0,5.0,14.0,13.0,8.0,3.0,1.0,1.0,0.0,0.0,15:00:00
E1,2019-11-09,Preston,Huddersfield,3,1,H,2.0,0.0,H,G Eltringham,21.0,8.0,4.0,1.0,11.0,17.0,12.0,4.0,4.0,2.0,0.0,0.0,15:00:00
E1,2019-11-09,QPR,Middlesbrough,2,2,D,2.0,1.0,H,D Coote,14.0,9.0,7.0,4.0,20.0,9.0,8.0,6.0,4.0,2.0,0.0,0.0,15:00:00
E1,2019-11-09,Reading,Luton,3,0,H,2.0,0.0,H,A Woolmer,17.0,4.0,7.0,1.0,12.0,13.0,5.0,3.0,0.0,1.0,0.0,0.0,15:00:00
E1,2019-11-09,Sheffield Weds,Swansea,2,2,D,0.0,1.0,A,D Webb,20.0,13.0,7.0,6.0,10.0,9.0,7.0,4.0,1.0,0.0,0.0,0.0,15:00:00
E1,2019-11-09,Wigan,Brentford,0,3,A,0.0,1.0,A,A Davies,5.0,7.0,1.0,5.0,16.0,17.0,1.0,2.0,1.0,1.0,1.0,1.0,15:00:00
E1,2019-11-10,Cardiff,Bristol City,0,1,A,0.0,0.0,D,T Harrington,16.0,6.0,3.0,2.0,15.0,13.0,7.0,2.0,1.0,2.0,0.0,0.0,12:00:00
E1,2019-11-22,Fulham,QPR,2,1,H,1.0,1.0,D,J Linington,11.0,19.0,4.0,7.0,13.0,15.0,4.0,11.0,1.0,0.0,0.0,0.0,19:45:00
E1,2019-11-23,Charlton,Cardiff,2,2,D,2.0,0.0,H,D Bond,15.0,23.0,4.0,8.0,12.0,16.0,5.0,4.0,1.0,3.0,0.0,0.0,12:30:00
E1,2019-11-23,Blackburn,Barnsley,3,2,H,1.0,0.0,H,D Whitestone,9.0,16.0,5.0,5.0,8.0,14.0,2.0,3.0,1.0,1.0,0.0,0.0,15:00:00
E1,2019-11-23,Brentford,Reading,1,0,H,0.0,0.0,D,D Coote,11.0,6.0,4.0,1.0,13.0,15.0,8.0,7.0,3.0,3.0,0.0,0.0,15:00:00
E1,2019-11-23,Bristol City,Nott'm Forest,0,0,D,0.0,0.0,D,C Pawson,7.0,12.0,0.0,3.0,15.0,13.0,6.0,6.0,1.0,2.0,0.0,1.0,15:00:00
E1,2019-11-23,Derby,Preston,1,0,H,1.0,0.0,H,T Robinson,13.0,12.0,4.0,2.0,15.0,9.0,6.0,3.0,0.0,2.0,0.0,0.0,15:00:00
E1,2019-11-23,Huddersfield,Birmingham,1,1,D,0.0,0.0,D,K Stroud,17.0,10.0,6.0,2.0,9.0,16.0,5.0,2.0,1.0,1.0,0.0,0.0,15:00:00
E1,2019-11-23,Luton,Leeds,1,2,A,0.0,0.0,D,J Brooks,11.0,21.0,5.0,12.0,7.0,11.0,4.0,8.0,0.0,1.0,0.0,0.0,15:00:00
E1,2019-11-23,Stoke,Wigan,2,1,H,0.0,1.0,A,G Eltringham,16.0,10.0,4.0,2.0,13.0,20.0,3.0,5.0,3.0,2.0,0.0,0.0,15:00:00
E1,2019-11-23,Swansea,Millwall,0,1,A,0.0,0.0,D,A Davies,10.0,13.0,4.0,5.0,14.0,10.0,4.0,3.0,1.0,2.0,0.0,0.0,15:00:00
E1,2019-11-23,West Brom,Sheffield Weds,2,1,H,1.0,0.0,H,T Harrington,9.0,15.0,3.0,2.0,10.0,20.0,6.0,8.0,1.0,3.0,0.0,1.0,15:00:00
E1,2019-11-24,Middlesbrough,Hull,2,2,D,2.0,0.0,H,J Simpson,10.0,12.0,5.0,4.0,10.0,16.0,3.0,9.0,2.0,1.0,1.0,0.0,12:00:00
E1,2019-11-26,Cardiff,Stoke,1,0,H,1.0,0.0,H,G Ward,7.0,12.0,3.0,1.0,11.0,9.0,2.0,4.0,1.0,1.0,0.0,0.0,19:45:00
E1,2019-11-26,Fulham,Derby,3,0,H,2.0,0.0,H,A Woolmer,17.0,8.0,8.0,0.0,9.0,11.0,6.0,3.0,1.0,2.0,0.0,0.0,19:45:00
E1,2019-11-26,Huddersfield,Swansea,1,1,D,1.0,1.0,D,J Gillett,14.0,6.0,5.0,2.0,14.0,11.0,11.0,6.0,3.0,2.0,1.0,0.0,19:45:00
E1,2019-11-26,Luton,Charlton,2,1,H,1.0,1.0,D,D England,16.0,10.0,4.0,2.0,9.0,11.0,5.0,9.0,3.0,1.0,0.0,0.0,19:45:00
E1,2019-11-26,Millwall,Wigan,2,2,D,1.0,1.0,D,D Whitestone,9.0,14.0,5.0,7.0,7.0,13.0,7.0,5.0,2.0,1.0,0.0,0.0,19:45:00
E1,2019-11-26,Reading,Leeds,0,1,A,0.0,0.0,D,D Bond,8.0,16.0,2.0,2.0,12.0,12.0,7.0,11.0,1.0,1.0,0.0,0.0,20:00:00
E1,2019-11-27,Blackburn,Brentford,1,0,H,1.0,0.0,H,M Donohue,7.0,16.0,4.0,4.0,15.0,14.0,4.0,4.0,2.0,1.0,0.0,0.0,19:45:00
E1,2019-11-27,Hull,Preston,4,0,H,1.0,0.0,H,J Moss,21.0,13.0,10.0,4.0,11.0,9.0,4.0,8.0,1.0,1.0,0.0,0.0,19:45:00
E1,2019-11-27,Middlesbrough,Barnsley,1,0,H,0.0,0.0,D,O Langford,12.0,14.0,5.0,2.0,9.0,13.0,8.0,3.0,3.0,0.0,0.0,0.0,19:45:00
E1,2019-11-27,QPR,Nott'm Forest,0,4,A,0.0,1.0,A,S Martin,11.0,14.0,4.0,8.0,11.0,8.0,5.0,6.0,1.0,2.0,1.0,0.0,19:45:00
E1,2019-11-27,Sheffield Weds,Birmingham,1,1,D,0.0,0.0,D,P Bankes,24.0,7.0,5.0,2.0,7.0,10.0,12.0,1.0,1.0,3.0,0.0,0.0,19:45:00
E1,2019-11-27,West Brom,Bristol City,4,1,H,2.0,0.0,H,G Eltringham,15.0,9.0,7.0,1.0,12.0,11.0,4.0,4.0,0.0,2.0,0.0,0.0,20:00:00
E1,2019-11-29,Swansea,Fulham,1,2,A,0.0,2.0,A,S Hooper,18.0,10.0,7.0,4.0,12.0,18.0,6.0,0.0,0.0,1.0,0.0,0.0,19:45:00
E1,2019-11-30,Charlton,Sheffield Weds,1,3,A,1.0,1.0,D,T Robinson,8.0,18.0,2.0,8.0,9.0,12.0,1.0,7.0,2.0,2.0,0.0,0.0,12:30:00
E1,2019-11-30,Barnsley,Hull,3,1,H,1.0,0.0,H,J Brooks,11.0,6.0,5.0,1.0,9.0,15.0,6.0,6.0,0.0,1.0,0.0,0.0,15:00:00
E1,2019-11-30,Birmingham,Millwall,1,1,D,0.0,0.0,D,A Woolmer,10.0,11.0,3.0,5.0,13.0,11.0,5.0,3.0,0.0,0.0,0.0,0.0,15:00:00
E1,2019-11-30,Brentford,Luton,7,0,H,5.0,0.0,H,T Harrington,21.0,4.0,12.0,1.0,7.0,10.0,9.0,3.0,0.0,0.0,0.0,0.0,15:00:00
E1,2019-11-30,Bristol City,Huddersfield,5,2,H,4.0,1.0,H,D England,12.0,11.0,8.0,5.0,6.0,11.0,4.0,4.0,0.0,1.0,0.0,0.0,15:00:00
E1,2019-11-30,Derby,QPR,1,1,D,1.0,1.0,D,D Webb,13.0,13.0,4.0,2.0,10.0,14.0,8.0,9.0,1.0,3.0,0.0,0.0,15:00:00
E1,2019-11-30,Leeds,Middlesbrough,4,0,H,2.0,0.0,H,K Stroud,16.0,7.0,10.0,1.0,11.0,19.0,4.0,1.0,2.0,3.0,0.0,0.0,15:00:00
E1,2019-11-30,Nott'm Forest,Cardiff,0,1,A,0.0,1.0,A,R Jones,32.0,10.0,2.0,4.0,12.0,14.0,9.0,1.0,0.0,1.0,0.0,0.0,15:00:00
E1,2019-11-30,Stoke,Blackburn,1,2,A,0.0,1.0,A,K Friend,16.0,6.0,4.0,5.0,9.0,5.0,6.0,2.0,0.0,0.0,0.0,0.0,15:00:00
E1,2019-11-30,Wigan,Reading,1,3,A,1.0,0.0,H,J Simpson,9.0,21.0,7.0,5.0,15.0,11.0,4.0,3.0,2.0,2.0,0.0,0.0,15:00:00
E1,2019-12-02,Preston,West Brom,0,1,A,0.0,0.0,D,O Langford,7.0,11.0,2.0,4.0,10.0,10.0,4.0,9.0,0.0,1.0,0.0,0.0,19:45:00
E1,2019-12-06,Millwall,Nott'm Forest,2,2,D,1.0,0.0,H,J Brooks,16.0,10.0,5.0,5.0,10.0,9.0,10.0,2.0,1.0,2.0,0.0,0.0,19:45:00
E1,2019-12-07,Huddersfield,Leeds,0,2,A,0.0,0.0,D,G Ward,10.0,14.0,3.0,4.0,10.0,15.0,7.0,5.0,2.0,3.0,0.0,0.0,12:30:00
E1,2019-12-07,Blackburn,Derby,1,0,H,0.0,0.0,D,O Langford,11.0,13.0,3.0,1.0,9.0,13.0,7.0,3.0,1.0,1.0,0.0,0.0,15:00:00
E1,2019-12-07,Cardiff,Barnsley,3,2,H,1.0,1.0,D,P Tierney,11.0,14.0,2.0,2.0,10.0,18.0,8.0,5.0,1.0,5.0,0.0,0.0,15:00:00
E1,2019-12-07,Fulham,Bristol City,1,2,A,0.0,1.0,A,J Simpson,21.0,12.0,5.0,3.0,15.0,6.0,8.0,2.0,6.0,2.0,0.0,0.0,15:00:00
E1,2019-12-07,Hull,Stoke,2,1,H,0.0,1.0,A,D Bond,23.0,6.0,6.0,4.0,12.0,7.0,7.0,4.0,0.0,0.0,0.0,0.0,15:00:00
E1,2019-12-07,Luton,Wigan,2,1,H,0.0,1.0,A,A Madley,18.0,11.0,5.0,1.0,9.0,18.0,8.0,3.0,1.0,2.0,0.0,1.0,15:00:00
E1,2019-12-07,Middlesbrough,Charlton,1,0,H,1.0,0.0,H,S Martin,23.0,5.0,3.0,2.0,15.0,20.0,4.0,5.0,1.0,3.0,0.0,0.0,15:00:00
E1,2019-12-07,QPR,Preston,2,0,H,1.0,0.0,H,A Davies,11.0,8.0,6.0,3.0,14.0,19.0,2.0,2.0,2.0,2.0,0.0,0.0,15:00:00
E1,2019-12-07,Reading,Birmingham,2,3,A,1.0,1.0,D,T Robinson,14.0,16.0,4.0,5.0,19.0,7.0,8.0,5.0,1.0,1.0,0.0,0.0,15:00:00
E1,2019-12-07,Sheffield Weds,Brentford,2,1,H,0.0,1.0,A,D Whitestone,12.0,12.0,3.0,2.0,10.0,7.0,5.0,7.0,1.0,2.0,0.0,0.0,15:00:00
E1,2019-12-08,West Brom,Swansea,5,1,H,3.0,1.0,H,K Stroud,19.0,11.0,9.0,4.0,15.0,11.0,7.0,7.0,1.0,2.0,0.0,0.0,12:00:00
E1,2019-12-10,Bristol City,Millwall,1,2,A,0.0,1.0,A,G Ward,10.0,14.0,5.0,3.0,6.0,14.0,6.0,4.0,0.0,0.0,0.0,0.0,19:45:00
E1,2019-12-10,Charlton,Huddersfield,0,1,A,0.0,0.0,D,G Scott,6.0,15.0,0.0,5.0,16.0,15.0,1.0,6.0,3.0,2.0,0.0,0.0,19:45:00
E1,2019-12-10,Leeds,Hull,2,0,H,0.0,0.0,D,D Webb,12.0,11.0,2.0,2.0,8.0,11.0,5.0,5.0,2.0,1.0,0.0,0.0,19:45:00
E1,2019-12-10,Nott'm Forest,Middlesbrough,1,1,D,0.0,0.0,D,A Woolmer,9.0,9.0,3.0,3.0,13.0,20.0,10.0,1.0,4.0,2.0,0.0,0.0,19:45:00
E1,2019-12-10,Preston,Fulham,2,1,H,1.0,0.0,H,K Stroud,19.0,15.0,7.0,1.0,13.0,12.0,6.0,5.0,4.0,1.0,1.0,1.0,19:45:00
E1,2019-12-10,Stoke,Luton,3,0,H,2.0,0.0,H,J Gillett,15.0,4.0,8.0,1.0,16.0,10.0,7.0,4.0,1.0,2.0,0.0,0.0,20:00:00
E1,2019-12-11,Barnsley,Reading,1,1,D,0.0,0.0,D,M Donohue,21.0,14.0,8.0,6.0,11.0,17.0,7.0,5.0,2.0,1.0,0.0,0.0,19:45:00
E1,2019-12-11,Birmingham,QPR,0,2,A,0.0,1.0,A,D Bond,16.0,6.0,2.0,2.0,15.0,15.0,9.0,0.0,2.0,2.0,0.0,0.0,19:45:00
E1,2019-12-11,Brentford,Cardiff,2,1,H,1.0,0.0,H,J Brooks,16.0,10.0,5.0,3.0,13.0,11.0,6.0,9.0,2.0,2.0,0.0,0.0,19:45:00
E1,2019-12-11,Derby,Sheffield Weds,1,1,D,0.0,1.0,A,S Martin,11.0,12.0,2.0,3.0,12.0,14.0,5.0,12.0,3.0,3.0,0.0,1.0,19:45:00
E1,2019-12-11,Swansea,Blackburn,1,1,D,1.0,1.0,D,J Simpson,14.0,8.0,3.0,2.0,11.0,11.0,12.0,3.0,0.0,0.0,1.0,1.0,19:45:00
E1,2019-12-11,Wigan,West Brom,1,1,D,0.0,0.0,D,A Davies,14.0,6.0,5.0,2.0,14.0,14.0,4.0,3.0,1.0,2.0,0.0,0.0,19:45:00
E1,2019-12-13,Charlton,Hull,2,2,D,1.0,0.0,H,A Davies,5.0,15.0,2.0,5.0,7.0,11.0,4.0,9.0,2.0,2.0,0.0,0.0,19:45:00
E1,2019-12-14,Birmingham,West Brom,2,3,A,1.0,1.0,D,D England,16.0,9.0,6.0,3.0,11.0,12.0,7.0,2.0,2.0,2.0,0.0,0.0,12:30:00
E1,2019-12-14,Barnsley,QPR,5,3,H,2.0,1.0,H,K Stroud,13.0,12.0,7.0,6.0,9.0,14.0,3.0,2.0,4.0,3.0,0.0,0.0,15:00:00
E1,2019-12-14,Brentford,Fulham,1,0,H,1.0,0.0,H,O Langford,23.0,11.0,7.0,2.0,6.0,13.0,10.0,3.0,1.0,1.0,0.0,0.0,15:00:00
E1,2019-12-14,Bristol City,Blackburn,0,2,A,0.0,1.0,A,J Brooks,6.0,8.0,1.0,5.0,16.0,16.0,5.0,5.0,1.0,2.0,0.0,0.0,15:00:00
E1,2019-12-14,Derby,Millwall,0,1,A,0.0,1.0,A,C Kavanagh,11.0,7.0,1.0,2.0,13.0,9.0,9.0,3.0,1.0,2.0,0.0,0.0,15:00:00
E1,2019-12-14,Leeds,Cardiff,3,3,D,2.0,0.0,H,T Harrington,25.0,10.0,8.0,3.0,5.0,17.0,14.0,3.0,1.0,1.0,0.0,1.0,15:00:00
E1,2019-12-14,Nott'm Forest,Sheffield Weds,0,4,A,0.0,4.0,A,J Linington,9.0,13.0,3.0,6.0,6.0,12.0,4.0,4.0,0.0,0.0,0.0,0.0,15:00:00
E1,2019-12-14,Preston,Luton,2,1,H,1.0,1.0,D,G Ward,11.0,10.0,3.0,3.0,13.0,16.0,6.0,5.0,0.0,3.0,0.0,0.0,15:00:00
E1,2019-12-14,Stoke,Reading,0,0,D,0.0,0.0,D,L Mason,11.0,3.0,0.0,0.0,12.0,12.0,1.0,4.0,1.0,3.0,0.0,0.0,15:00:00
E1,2019-12-14,Swansea,Middlesbrough,3,1,H,1.0,0.0,H,D Whitestone,10.0,8.0,7.0,3.0,13.0,19.0,6.0,6.0,2.0,1.0,0.0,2.0,15:00:00
E1,2019-12-14,Wigan,Huddersfield,1,1,D,1.0,0.0,H,S Martin,7.0,4.0,2.0,4.0,13.0,20.0,3.0,2.0,1.0,2.0,0.0,0.0,15:00:00
E1,2019-12-20,Middlesbrough,Stoke,2,1,H,0.0,0.0,D,O Langford,7.0,12.0,4.0,3.0,15.0,15.0,4.0,2.0,2.0,4.0,0.0,0.0,19:45:00
E1,2019-12-21,Cardiff,Preston,0,0,D,0.0,0.0,D,J Simpson,3.0,16.0,1.0,3.0,11.0,11.0,1.0,3.0,1.0,2.0,0.0,0.0,12:30:00
E1,2019-12-21,Fulham,Leeds,2,1,H,1.0,0.0,H,T Robinson,7.0,15.0,3.0,7.0,15.0,15.0,4.0,7.0,3.0,4.0,0.0,0.0,15:00:00
E1,2019-12-21,Huddersfield,Nott'm Forest,2,1,H,1.0,0.0,H,A Davies,13.0,15.0,5.0,5.0,5.0,10.0,5.0,9.0,3.0,3.0,0.0,0.0,15:00:00
E1,2019-12-21,Hull,Birmingham,3,0,H,1.0,0.0,H,A Backhouse,14.0,12.0,6.0,2.0,6.0,8.0,9.0,6.0,2.0,2.0,0.0,0.0,15:00:00
E1,2019-12-21,Luton,Swansea,0,1,A,0.0,0.0,D,D Webb,14.0,20.0,1.0,4.0,6.0,12.0,4.0,8.0,1.0,2.0,0.0,0.0,15:00:00
E1,2019-12-21,Millwall,Barnsley,1,2,A,0.0,1.0,A,J Gillett,16.0,13.0,1.0,6.0,10.0,17.0,8.0,3.0,2.0,4.0,0.0,0.0,15:00:00
E1,2019-12-21,QPR,Charlton,2,2,D,1.0,0.0,H,M Donohue,21.0,11.0,9.0,4.0,13.0,14.0,9.0,8.0,3.0,4.0,0.0,0.0,15:00:00
E1,2019-12-21,Reading,Derby,3,0,H,1.0,0.0,H,M Salisbury,14.0,16.0,7.0,6.0,8.0,17.0,6.0,6.0,2.0,7.0,0.0,1.0,15:00:00
E1,2019-12-21,West Brom,Brentford,1,1,D,1.0,1.0,D,D Bond,12.0,15.0,4.0,3.0,13.0,3.0,6.0,7.0,2.0,1.0,0.0,0.0,15:00:00
E1,2019-12-22,Sheffield Weds,Bristol City,1,0,H,0.0,0.0,D,T Harrington,15.0,3.0,6.0,1.0,14.0,14.0,8.0,1.0,1.0,3.0,0.0,0.0,12:00:00
E1,2019-12-23,Blackburn,Wigan,0,0,D,0.0,0.0,D,G Ward,10.0,12.0,4.0,4.0,12.0,14.0,7.0,5.0,1.0,2.0,0.0,0.0,19:45:00
E1,2019-12-26,Barnsley,West Brom,1,1,D,0.0,1.0,A,T Harrington,22.0,7.0,8.0,2.0,8.0,15.0,6.0,2.0,1.0,3.0,0.0,0.0,15:00:00
E1,2019-12-26,Blackburn,Birmingham,1,1,D,0.0,0.0,D,R Jones,11.0,13.0,3.0,3.0,16.0,23.0,3.0,2.0,3.0,3.0,0.0,0.0,15:00:00
E1,2019-12-26,Brentford,Swansea,3,1,H,2.0,0.0,H,A Woolmer,19.0,16.0,4.0,4.0,8.0,12.0,7.0,2.0,0.0,2.0,0.0,0.0,15:00:00
E1,2019-12-26,Cardiff,Millwall,1,1,D,0.0,0.0,D,D Webb,13.0,7.0,5.0,3.0,12.0,8.0,5.0,8.0,0.0,0.0,0.0,0.0,15:00:00
E1,2019-12-26,Charlton,Bristol City,3,2,H,1.0,0.0,H,K Stroud,14.0,12.0,6.0,4.0,11.0,14.0,6.0,10.0,3.0,1.0,0.0,0.0,15:00:00
E1,2019-12-26,Hull,Nott'm Forest,0,2,A,0.0,1.0,A,G Eltringham,10.0,10.0,1.0,4.0,14.0,16.0,6.0,2.0,4.0,2.0,0.0,0.0,15:00:00
E1,2019-12-26,Luton,Fulham,3,3,D,2.0,1.0,H,D Whitestone,10.0,19.0,3.0,12.0,9.0,11.0,6.0,8.0,0.0,0.0,0.0,0.0,15:00:00
E1,2019-12-26,Middlesbrough,Huddersfield,1,0,H,1.0,0.0,H,D England,14.0,8.0,3.0,3.0,12.0,7.0,5.0,4.0,3.0,4.0,0.0,0.0,15:00:00
E1,2019-12-26,Stoke,Sheffield Weds,3,2,H,1.0,0.0,H,J Brooks,17.0,4.0,8.0,3.0,6.0,25.0,8.0,2.0,0.0,2.0,0.0,0.0,15:00:00
E1,2019-12-26,Wigan,Derby,1,1,D,0.0,0.0,D,J Gillett,11.0,7.0,4.0,3.0,12.0,22.0,10.0,2.0,1.0,3.0,0.0,0.0,15:00:00
E1,2019-12-26,Leeds,Preston,1,1,D,0.0,1.0,A,D Bond,17.0,12.0,4.0,2.0,11.0,22.0,12.0,4.0,3.0,4.0,0.0,0.0,17:15:00
E1,2019-12-26,Reading,QPR,1,0,H,0.0,0.0,D,J Linington,13.0,16.0,4.0,4.0,11.0,15.0,7.0,6.0,1.0,0.0,0.0,0.0,19:30:00
E1,2019-12-29,Birmingham,Leeds,4,5,A,1.0,2.0,A,K Stroud,15.0,11.0,4.0,5.0,10.0,11.0,7.0,9.0,5.0,3.0,0.0,0.0,15:00:00
E1,2019-12-29,Bristol City,Luton,3,0,H,2.0,0.0,H,O Langford,14.0,9.0,8.0,1.0,13.0,17.0,5.0,4.0,1.0,4.0,0.0,0.0,15:00:00
E1,2019-12-29,Fulham,Stoke,1,0,H,1.0,0.0,H,A Davies,10.0,11.0,5.0,6.0,11.0,14.0,5.0,3.0,2.0,3.0,0.0,0.0,15:00:00
E1,2019-12-29,Huddersfield,Blackburn,2,1,H,1.0,1.0,D,A Woolmer,17.0,10.0,4.0,3.0,15.0,13.0,7.0,3.0,2.0,1.0,0.0,0.0,15:00:00
E1,2019-12-29,Millwall,Brentford,1,0,H,1.0,0.0,H,R Jones,8.0,6.0,2.0,2.0,9.0,8.0,4.0,5.0,3.0,1.0,0.0,0.0,15:00:00
E1,2019-12-29,Nott'm Forest,Wigan,1,0,H,0.0,0.0,D,M Donohue,9.0,14.0,2.0,4.0,15.0,14.0,2.0,13.0,0.0,2.0,0.0,0.0,15:00:00
E1,2019-12-29,Preston,Reading,0,2,A,0.0,2.0,A,J Gillett,21.0,12.0,5.0,3.0,12.0,5.0,8.0,1.0,0.0,0.0,0.0,0.0,15:00:00
E1,2019-12-29,QPR,Hull,1,2,A,1.0,1.0,D,G Ward,13.0,5.0,4.0,3.0,10.0,15.0,7.0,0.0,0.0,2.0,0.0,0.0,15:00:00
E1,2019-12-29,Sheffield Weds,Cardiff,1,2,A,1.0,2.0,A,T Robinson,18.0,9.0,3.0,3.0,10.0,13.0,8.0,0.0,1.0,2.0,0.0,0.0,15:00:00
E1,2019-12-29,Swansea,Barnsley,0,0,D,0.0,0.0,D,A Coggins,11.0,12.0,5.0,1.0,17.0,12.0,7.0,3.0,1.0,4.0,0.0,0.0,15:00:00
E1,2019-12-29,West Brom,Middlesbrough,0,2,A,0.0,1.0,A,G Eltringham,11.0,15.0,5.0,10.0,16.0,12.0,5.0,12.0,4.0,3.0,0.0,0.0,15:00:00
E1,2019-12-30,Derby,Charlton,2,1,H,1.0,0.0,H,J Simpson,12.0,11.0,7.0,5.0,5.0,21.0,5.0,2.0,1.0,5.0,1.0,0.0,19:45:00
E1,2020-01-01,Millwall,Luton,3,1,H,0.0,1.0,A,S Martin,20.0,6.0,7.0,4.0,10.0,13.0,5.0,1.0,0.0,0.0,0.0,0.0,12:45:00
E1,2020-01-01,Birmingham,Wigan,2,3,A,1.0,1.0,D,D Webb,13.0,10.0,5.0,7.0,17.0,13.0,3.0,11.0,0.0,2.0,0.0,0.0,15:00:00
E1,2020-01-01,Bristol City,Brentford,0,4,A,0.0,2.0,A,M Donohue,6.0,16.0,2.0,8.0,6.0,13.0,2.0,5.0,2.0,2.0,1.0,0.0,15:00:00
E1,2020-01-01,Fulham,Reading,1,2,A,0.0,1.0,A,G Eltringham,20.0,11.0,6.0,3.0,15.0,11.0,9.0,2.0,4.0,3.0,0.0,0.0,15:00:00
E1,2020-01-01,Huddersfield,Stoke,2,5,A,0.0,1.0,A,J Linington,6.0,15.0,3.0,6.0,10.0,19.0,5.0,5.0,5.0,2.0,0.0,0.0,15:00:00
E1,2020-01-01,Nott'm Forest,Blackburn,3,2,H,2.0,1.0,H,D Bond,10.0,11.0,5.0,3.0,17.0,9.0,6.0,5.0,1.0,1.0,0.0,0.0,15:00:00
E1,2020-01-01,Preston,Middlesbrough,0,2,A,0.0,1.0,A,J Brooks,11.0,18.0,2.0,5.0,4.0,18.0,6.0,3.0,0.0,2.0,0.0,0.0,15:00:00
